,country,year,sex,age,suicides_no,population,suiciderate,yearlygdp,gdp
18476,Panama,2008,female,25-34 years,5,280340,1.78,25155888600,7972
18477,Panama,2008,female,35-54 years,7,418521,1.67,25155888600,7972
18478,Panama,2008,male,5-14 years,5,347309,1.44,25155888600,7972
18479,Panama,2008,female,5-14 years,2,334826,0.6,25155888600,7972
18480,Panama,2009,male,25-34 years,44,289198,15.21,27116635600,8436
18481,Panama,2009,male,55-74 years,27,182355,14.81,27116635600,8436
18482,Panama,2009,male,35-54 years,42,428945,9.79,27116635600,8436
18483,Panama,2009,male,15-24 years,29,317792,9.13,27116635600,8436
18484,Panama,2009,male,75+ years,4,43998,9.09,27116635600,8436
18485,Panama,2009,female,15-24 years,16,307454,5.2,27116635600,8436
18486,Panama,2009,female,55-74 years,3,192158,1.56,27116635600,8436
18487,Panama,2009,female,25-34 years,4,282846,1.41,27116635600,8436
18488,Panama,2009,female,35-54 years,4,430632,0.93,27116635600,8436
18489,Panama,2009,male,5-14 years,3,350210,0.86,27116635600,8436
18490,Panama,2009,female,5-14 years,1,337598,0.3,27116635600,8436
18491,Panama,2009,female,75+ years,0,51327,0.0,27116635600,8436
18492,Panama,2010,male,75+ years,7,45741,15.3,29440287600,8991
18493,Panama,2010,male,25-34 years,41,291915,14.05,29440287600,8991
18494,Panama,2010,male,35-54 years,43,441040,9.75,29440287600,8991
18495,Panama,2010,male,55-74 years,17,189488,8.97,29440287600,8991
18496,Panama,2010,male,15-24 years,22,320806,6.86,29440287600,8991
18497,Panama,2010,female,75+ years,2,53719,3.72,29440287600,8991
18498,Panama,2010,female,15-24 years,11,310641,3.54,29440287600,8991
18499,Panama,2010,female,35-54 years,8,442586,1.81,29440287600,8991
18500,Panama,2010,female,25-34 years,0,285498,0.0,29440287600,8991
18501,Panama,2010,female,5-14 years,0,340093,0.0,29440287600,8991
18502,Panama,2010,female,55-74 years,0,200021,0.0,29440287600,8991
18503,Panama,2010,male,5-14 years,0,352867,0.0,29440287600,8991
18504,Panama,2011,male,75+ years,10,47764,20.94,34686224300,10403
18505,Panama,2011,male,35-54 years,46,452407,10.17,34686224300,10403
18506,Panama,2011,male,55-74 years,18,196346,9.17,34686224300,10403
18507,Panama,2011,male,15-24 years,29,323984,8.95,34686224300,10403
18508,Panama,2011,male,25-34 years,22,294852,7.46,34686224300,10403
18509,Panama,2011,female,15-24 years,9,314086,2.87,34686224300,10403
18510,Panama,2011,female,25-34 years,3,288330,1.04,34686224300,10403
18511,Panama,2011,female,55-74 years,2,207735,0.96,34686224300,10403
18512,Panama,2011,female,35-54 years,4,453917,0.88,34686224300,10403
18513,Panama,2011,female,5-14 years,1,342739,0.29,34686224300,10403
18514,Panama,2011,female,75+ years,0,56277,0.0,34686224300,10403
18515,Panama,2011,male,5-14 years,0,355754,0.0,34686224300,10403
18516,Panama,2012,male,75+ years,6,49778,12.05,40429734400,11908
18517,Panama,2012,male,55-74 years,24,203725,11.78,40429734400,11908
18518,Panama,2012,male,25-34 years,28,297870,9.4,40429734400,11908
18519,Panama,2012,male,15-24 years,29,327419,8.86,40429734400,11908
18520,Panama,2012,male,35-54 years,29,463652,6.25,40429734400,11908
18521,Panama,2012,female,15-24 years,9,317695,2.83,40429734400,11908
18522,Panama,2012,female,25-34 years,5,291345,1.72,40429734400,11908
18523,Panama,2012,female,75+ years,1,58910,1.7,40429734400,11908
18524,Panama,2012,female,35-54 years,3,465096,0.65,40429734400,11908
18525,Panama,2012,male,5-14 years,1,358553,0.28,40429734400,11908
18526,Panama,2012,female,5-14 years,0,345246,0.0,40429734400,11908
18527,Panama,2012,female,55-74 years,0,215955,0.0,40429734400,11908
18528,Panama,2013,male,55-74 years,23,211628,10.87,45599994000,13189
18529,Panama,2013,male,75+ years,5,51811,9.65,45599994000,13189
18530,Panama,2013,male,35-54 years,41,474703,8.64,45599994000,13189
18531,Panama,2013,male,15-24 years,24,331046,7.25,45599994000,13189
18532,Panama,2013,male,25-34 years,21,300914,6.98,45599994000,13189
18533,Panama,2013,female,75+ years,1,61650,1.62,45599994000,13189
18534,Panama,2013,female,15-24 years,4,321379,1.24,45599994000,13189
18535,Panama,2013,female,35-54 years,5,476054,1.05,45599994000,13189
18536,Panama,2013,female,55-74 years,2,224667,0.89,45599994000,13189
18537,Panama,2013,male,5-14 years,3,361341,0.83,45599994000,13189
18538,Panama,2013,female,5-14 years,1,347709,0.29,45599994000,13189
18539,Panama,2013,female,25-34 years,0,294485,0.0,45599994000,13189
18540,Panama,2014,male,75+ years,8,53886,14.85,49921464400,14181
18541,Panama,2014,male,15-24 years,37,334717,11.05,49921464400,14181
18542,Panama,2014,male,25-34 years,27,303879,8.89,49921464400,14181
18543,Panama,2014,male,35-54 years,39,485485,8.03,49921464400,14181
18544,Panama,2014,male,55-74 years,11,220050,5.0,49921464400,14181
18545,Panama,2014,female,35-54 years,8,486698,1.64,49921464400,14181
18546,Panama,2014,female,75+ years,1,64534,1.55,49921464400,14181
18547,Panama,2014,female,15-24 years,5,325004,1.54,49921464400,14181
18548,Panama,2014,male,5-14 years,5,364214,1.37,49921464400,14181
18549,Panama,2014,female,25-34 years,4,297642,1.34,49921464400,14181
18550,Panama,2014,female,55-74 years,1,233859,0.43,49921464400,14181
18551,Panama,2014,female,5-14 years,1,350245,0.29,49921464400,14181
18552,Panama,2015,male,75+ years,8,56048,14.27,54315722500,15158
18553,Panama,2015,male,25-34 years,26,306724,8.48,54315722500,15158
18554,Panama,2015,male,55-74 years,14,228981,6.11,54315722500,15158
18555,Panama,2015,male,35-54 years,26,495960,5.24,54315722500,15158
18556,Panama,2015,male,15-24 years,16,338328,4.73,54315722500,15158
18557,Panama,2015,female,15-24 years,8,328479,2.44,54315722500,15158
18558,Panama,2015,female,25-34 years,4,300748,1.33,54315722500,15158
18559,Panama,2015,female,55-74 years,3,243511,1.23,54315722500,15158
18560,Panama,2015,female,35-54 years,4,496986,0.8,54315722500,15158
18561,Panama,2015,male,5-14 years,1,367146,0.27,54315722500,15158
18562,Panama,2015,female,5-14 years,0,352852,0.0,54315722500,15158
18563,Panama,2015,female,75+ years,0,67619,0.0,54315722500,15158
18564,Paraguay,1985,male,75+ years,3,19395,15.47,2966234106,964
18565,Paraguay,1985,male,55-74 years,8,128809,6.21,2966234106,964
18566,Paraguay,1985,male,35-54 years,11,288558,3.81,2966234106,964
18567,Paraguay,1985,female,55-74 years,4,139742,2.86,2966234106,964
18568,Paraguay,1985,female,15-24 years,9,362788,2.48,2966234106,964
18569,Paraguay,1985,male,15-24 years,9,375543,2.4,2966234106,964
18570,Paraguay,1985,female,25-34 years,6,258525,2.32,2966234106,964
18571,Paraguay,1985,male,25-34 years,4,269355,1.49,2966234106,964
18572,Paraguay,1985,female,5-14 years,5,457364,1.09,2966234106,964
18573,Paraguay,1985,female,35-54 years,3,278563,1.08,2966234106,964
18574,Paraguay,1985,male,5-14 years,1,471865,0.21,2966234106,964
18575,Paraguay,1985,female,75+ years,0,26807,0.0,2966234106,964
18576,Paraguay,1986,male,55-74 years,9,131783,6.83,3439716562,1086
18577,Paraguay,1986,male,75+ years,1,20470,4.89,3439716562,1086
18578,Paraguay,1986,male,25-34 years,10,278072,3.6,3439716562,1086
18579,Paraguay,1986,female,15-24 years,12,370579,3.24,3439716562,1086
18580,Paraguay,1986,male,15-24 years,10,383018,2.61,3439716562,1086
18581,Paraguay,1986,female,35-54 years,6,289263,2.07,3439716562,1086
18582,Paraguay,1986,female,55-74 years,2,142637,1.4,3439716562,1086
18583,Paraguay,1986,female,25-34 years,3,267364,1.12,3439716562,1086
18584,Paraguay,1986,male,35-54 years,3,300541,1.0,3439716562,1086
18585,Paraguay,1986,female,5-14 years,0,470509,0.0,3439716562,1086
18586,Paraguay,1986,female,75+ years,0,28055,0.0,3439716562,1086
18587,Paraguay,1986,male,5-14 years,0,485244,0.0,3439716562,1086
18588,Paraguay,1987,male,75+ years,3,21474,13.97,3778316380,1158
18589,Paraguay,1987,male,35-54 years,15,313985,4.78,3778316380,1158
18590,Paraguay,1987,female,75+ years,1,29224,3.42,3778316380,1158
18591,Paraguay,1987,female,15-24 years,12,377753,3.18,3778316380,1158
18592,Paraguay,1987,male,55-74 years,4,134656,2.97,3778316380,1158
18593,Paraguay,1987,male,15-24 years,11,389735,2.82,3778316380,1158
18594,Paraguay,1987,male,25-34 years,6,286352,2.1,3778316380,1158
18595,Paraguay,1987,female,35-54 years,4,301417,1.33,3778316380,1158
18596,Paraguay,1987,female,25-34 years,2,275955,0.72,3778316380,1158
18597,Paraguay,1987,female,55-74 years,1,145386,0.69,3778316380,1158
18598,Paraguay,1987,female,5-14 years,3,485452,0.62,3778316380,1158
18599,Paraguay,1987,male,5-14 years,0,500586,0.0,3778316380,1158
18600,Paraguay,1989,male,75+ years,2,23265,8.6,4599970618,1330
18601,Paraguay,1989,female,75+ years,2,31393,6.37,4599970618,1330
18602,Paraguay,1989,male,35-54 years,17,343125,4.95,4599970618,1330
18603,Paraguay,1989,male,55-74 years,6,140982,4.26,4599970618,1330
18604,Paraguay,1989,male,25-34 years,11,302327,3.64,4599970618,1330
18605,Paraguay,1989,female,15-24 years,13,391348,3.32,4599970618,1330
18606,Paraguay,1989,male,15-24 years,12,402329,2.98,4599970618,1330
18607,Paraguay,1989,female,25-34 years,3,292941,1.02,4599970618,1330
18608,Paraguay,1989,female,5-14 years,1,517971,0.19,4599970618,1330
18609,Paraguay,1989,female,35-54 years,0,328057,0.0,4599970618,1330
18610,Paraguay,1989,female,55-74 years,0,151253,0.0,4599970618,1330
18611,Paraguay,1989,male,5-14 years,0,534185,0.0,4599970618,1330
18612,Paraguay,1990,male,75+ years,3,24057,12.47,5695201563,1600
18613,Paraguay,1990,female,15-24 years,24,398531,6.02,5695201563,1600
18614,Paraguay,1990,male,15-24 years,23,409193,5.62,5695201563,1600
18615,Paraguay,1990,female,55-74 years,6,154872,3.87,5695201563,1600
18616,Paraguay,1990,male,25-34 years,10,310522,3.22,5695201563,1600
18617,Paraguay,1990,female,75+ years,1,32425,3.08,5695201563,1600
18618,Paraguay,1990,male,55-74 years,4,144947,2.76,5695201563,1600
18619,Paraguay,1990,female,25-34 years,8,301682,2.65,5695201563,1600
18620,Paraguay,1990,male,35-54 years,9,357722,2.52,5695201563,1600
18621,Paraguay,1990,female,35-54 years,7,341511,2.05,5695201563,1600
18622,Paraguay,1990,female,5-14 years,4,534004,0.75,5695201563,1600
