,country,year,sex,age,suicides_no,population,suiciderate,yearlygdp,gdp
3057,Barbados,2003,female,25-34 years,0,20882,0.0,3274850000,12887
3058,Barbados,2003,female,35-54 years,0,41911,0.0,3274850000,12887
3059,Barbados,2003,female,5-14 years,0,19479,0.0,3274850000,12887
3060,Barbados,2003,female,55-74 years,0,21643,0.0,3274850000,12887
3061,Barbados,2003,female,75+ years,0,9139,0.0,3274850000,12887
3062,Barbados,2003,male,15-24 years,0,19769,0.0,3274850000,12887
3063,Barbados,2003,male,25-34 years,0,20309,0.0,3274850000,12887
3064,Barbados,2003,male,35-54 years,0,38276,0.0,3274850000,12887
3065,Barbados,2003,male,5-14 years,0,19901,0.0,3274850000,12887
3066,Barbados,2003,male,55-74 years,0,17621,0.0,3274850000,12887
3067,Barbados,2003,male,75+ years,0,5598,0.0,3274850000,12887
3068,Barbados,2004,male,35-54 years,3,38511,7.79,3514350000,13786
3069,Barbados,2004,female,15-24 years,0,19566,0.0,3514350000,13786
3070,Barbados,2004,female,25-34 years,0,20656,0.0,3514350000,13786
3071,Barbados,2004,female,35-54 years,0,42213,0.0,3514350000,13786
3072,Barbados,2004,female,5-14 years,0,19280,0.0,3514350000,13786
3073,Barbados,2004,female,55-74 years,0,22134,0.0,3514350000,13786
3074,Barbados,2004,female,75+ years,0,9237,0.0,3514350000,13786
3075,Barbados,2004,male,15-24 years,0,19657,0.0,3514350000,13786
3076,Barbados,2004,male,25-34 years,0,20092,0.0,3514350000,13786
3077,Barbados,2004,male,5-14 years,0,19715,0.0,3514350000,13786
3078,Barbados,2004,male,55-74 years,0,18209,0.0,3514350000,13786
3079,Barbados,2004,male,75+ years,0,5655,0.0,3514350000,13786
3080,Barbados,2005,male,35-54 years,1,38767,2.58,3897300000,15230
3081,Barbados,2005,female,15-24 years,0,19501,0.0,3897300000,15230
3082,Barbados,2005,female,25-34 years,0,20457,0.0,3897300000,15230
3083,Barbados,2005,female,35-54 years,0,42518,0.0,3897300000,15230
3084,Barbados,2005,female,5-14 years,0,19101,0.0,3897300000,15230
3085,Barbados,2005,female,55-74 years,0,22723,0.0,3897300000,15230
3086,Barbados,2005,female,75+ years,0,9297,0.0,3897300000,15230
3087,Barbados,2005,male,15-24 years,0,19524,0.0,3897300000,15230
3088,Barbados,2005,male,25-34 years,0,19893,0.0,3897300000,15230
3089,Barbados,2005,male,5-14 years,0,19569,0.0,3897300000,15230
3090,Barbados,2005,male,55-74 years,0,18856,0.0,3897300000,15230
3091,Barbados,2005,male,75+ years,0,5683,0.0,3897300000,15230
3092,Barbados,2006,male,75+ years,1,5792,17.27,4246600000,16531
3093,Barbados,2006,male,35-54 years,5,38972,12.83,4246600000,16531
3094,Barbados,2006,male,25-34 years,2,19677,10.16,4246600000,16531
3095,Barbados,2006,male,55-74 years,1,19527,5.12,4246600000,16531
3096,Barbados,2006,female,15-24 years,0,19383,0.0,4246600000,16531
3097,Barbados,2006,female,25-34 years,0,20256,0.0,4246600000,16531
3098,Barbados,2006,female,35-54 years,0,42772,0.0,4246600000,16531
3099,Barbados,2006,female,5-14 years,0,18922,0.0,4246600000,16531
3100,Barbados,2006,female,55-74 years,0,23361,0.0,4246600000,16531
3101,Barbados,2006,female,75+ years,0,9430,0.0,4246600000,16531
3102,Barbados,2006,male,15-24 years,0,19356,0.0,4246600000,16531
3103,Barbados,2006,male,5-14 years,0,19435,0.0,4246600000,16531
3104,Barbados,2007,female,15-24 years,0,19237,0.0,4523750000,17528
3105,Barbados,2007,female,25-34 years,0,20074,0.0,4523750000,17528
3106,Barbados,2007,female,35-54 years,0,43042,0.0,4523750000,17528
3107,Barbados,2007,female,5-14 years,0,18772,0.0,4523750000,17528
3108,Barbados,2007,female,55-74 years,0,24071,0.0,4523750000,17528
3109,Barbados,2007,female,75+ years,0,9551,0.0,4523750000,17528
3110,Barbados,2007,male,15-24 years,0,19188,0.0,4523750000,17528
3111,Barbados,2007,male,25-34 years,0,19468,0.0,4523750000,17528
3112,Barbados,2007,male,35-54 years,0,39190,0.0,4523750000,17528
3113,Barbados,2007,male,5-14 years,0,19359,0.0,4523750000,17528
3114,Barbados,2007,male,55-74 years,0,20249,0.0,4523750000,17528
3115,Barbados,2007,male,75+ years,0,5882,0.0,4523750000,17528
3116,Barbados,2008,female,35-54 years,1,43278,2.31,4607300000,17760
3117,Barbados,2008,female,15-24 years,0,19070,0.0,4607300000,17760
3118,Barbados,2008,female,25-34 years,0,19912,0.0,4607300000,17760
3119,Barbados,2008,female,5-14 years,0,18667,0.0,4607300000,17760
3120,Barbados,2008,female,55-74 years,0,24852,0.0,4607300000,17760
3121,Barbados,2008,female,75+ years,0,9658,0.0,4607300000,17760
3122,Barbados,2008,male,15-24 years,0,19029,0.0,4607300000,17760
3123,Barbados,2008,male,25-34 years,0,19259,0.0,4607300000,17760
3124,Barbados,2008,male,35-54 years,0,39368,0.0,4607300000,17760
3125,Barbados,2008,male,5-14 years,0,19341,0.0,4607300000,17760
3126,Barbados,2008,male,55-74 years,0,21022,0.0,4607300000,17760
3127,Barbados,2008,male,75+ years,0,5958,0.0,4607300000,17760
3128,Barbados,2009,male,75+ years,1,6022,16.61,4434050000,17007
3129,Barbados,2009,male,35-54 years,3,39442,7.61,4434050000,17007
3130,Barbados,2009,male,55-74 years,1,21837,4.58,4434050000,17007
3131,Barbados,2009,female,15-24 years,0,18898,0.0,4434050000,17007
3132,Barbados,2009,female,25-34 years,0,19762,0.0,4434050000,17007
3133,Barbados,2009,female,35-54 years,0,43400,0.0,4434050000,17007
3134,Barbados,2009,female,5-14 years,0,18606,0.0,4434050000,17007
3135,Barbados,2009,female,55-74 years,0,25695,0.0,4434050000,17007
3136,Barbados,2009,female,75+ years,0,9752,0.0,4434050000,17007
3137,Barbados,2009,male,15-24 years,0,18881,0.0,4434050000,17007
3138,Barbados,2009,male,25-34 years,0,19044,0.0,4434050000,17007
3139,Barbados,2009,male,5-14 years,0,19379,0.0,4434050000,17007
3140,Barbados,2010,male,35-54 years,3,39379,7.62,4461650000,17034
3141,Barbados,2010,female,15-24 years,0,18739,0.0,4461650000,17034
3142,Barbados,2010,female,25-34 years,0,19612,0.0,4461650000,17034
3143,Barbados,2010,female,35-54 years,0,43369,0.0,4461650000,17034
3144,Barbados,2010,female,5-14 years,0,18590,0.0,4461650000,17034
3145,Barbados,2010,female,55-74 years,0,26589,0.0,4461650000,17034
3146,Barbados,2010,female,75+ years,0,9853,0.0,4461650000,17034
3147,Barbados,2010,male,15-24 years,0,18747,0.0,4461650000,17034
3148,Barbados,2010,male,25-34 years,0,18826,0.0,4461650000,17034
3149,Barbados,2010,male,5-14 years,0,19462,0.0,4461650000,17034
3150,Barbados,2010,male,55-74 years,0,22675,0.0,4461650000,17034
3151,Barbados,2010,male,75+ years,0,6086,0.0,4461650000,17034
3152,Barbados,2011,female,15-24 years,0,18660,0.0,4660900000,17708
3153,Barbados,2011,female,25-34 years,0,19511,0.0,4660900000,17708
3154,Barbados,2011,female,35-54 years,0,43221,0.0,4660900000,17708
3155,Barbados,2011,female,5-14 years,0,18501,0.0,4660900000,17708
3156,Barbados,2011,female,55-74 years,0,27506,0.0,4660900000,17708
3157,Barbados,2011,female,75+ years,0,10011,0.0,4660900000,17708
3158,Barbados,2011,male,15-24 years,0,18668,0.0,4660900000,17708
3159,Barbados,2011,male,25-34 years,0,18675,0.0,4660900000,17708
3160,Barbados,2011,male,35-54 years,0,39290,0.0,4660900000,17708
3161,Barbados,2011,male,5-14 years,0,19431,0.0,4660900000,17708
3162,Barbados,2011,male,55-74 years,0,23496,0.0,4660900000,17708
3163,Barbados,2011,male,75+ years,0,6233,0.0,4660900000,17708
3164,Barbados,2012,female,15-24 years,0,18575,0.0,4656350000,17620
3165,Barbados,2012,female,25-34 years,0,19421,0.0,4656350000,17620
3166,Barbados,2012,female,35-54 years,0,42921,0.0,4656350000,17620
3167,Barbados,2012,female,5-14 years,0,18436,0.0,4656350000,17620
3168,Barbados,2012,female,55-74 years,0,28473,0.0,4656350000,17620
3169,Barbados,2012,female,75+ years,0,10166,0.0,4656350000,17620
3170,Barbados,2012,male,15-24 years,0,18579,0.0,4656350000,17620
3171,Barbados,2012,male,25-34 years,0,18523,0.0,4656350000,17620
3172,Barbados,2012,male,35-54 years,0,39060,0.0,4656350000,17620
3173,Barbados,2012,male,5-14 years,0,19402,0.0,4656350000,17620
3174,Barbados,2012,male,55-74 years,0,24339,0.0,4656350000,17620
3175,Barbados,2012,male,75+ years,0,6375,0.0,4656350000,17620
3176,Barbados,2013,female,15-24 years,0,18473,0.0,4612500000,17395
3177,Barbados,2013,female,25-34 years,0,19336,0.0,4612500000,17395
3178,Barbados,2013,female,35-54 years,0,42518,0.0,4612500000,17395
3179,Barbados,2013,female,5-14 years,0,18384,0.0,4612500000,17395
3180,Barbados,2013,female,55-74 years,0,29474,0.0,4612500000,17395
3181,Barbados,2013,female,75+ years,0,10306,0.0,4612500000,17395
3182,Barbados,2013,male,15-24 years,0,18497,0.0,4612500000,17395
3183,Barbados,2013,male,25-34 years,0,18365,0.0,4612500000,17395
3184,Barbados,2013,male,35-54 years,0,38728,0.0,4612500000,17395
3185,Barbados,2013,male,5-14 years,0,19376,0.0,4612500000,17395
3186,Barbados,2013,male,55-74 years,0,25209,0.0,4612500000,17395
3187,Barbados,2013,male,75+ years,0,6499,0.0,4612500000,17395
3188,Belarus,1990,male,35-54 years,729,1199400,60.78,21650000000,2301
3189,Belarus,1990,male,55-74 years,363,714100,50.83,21650000000,2301
3190,Belarus,1990,male,75+ years,59,123400,47.81,21650000000,2301
3191,Belarus,1990,male,25-34 years,359,844900,42.49,21650000000,2301
3192,Belarus,1990,male,15-24 years,132,702900,18.78,21650000000,2301
3193,Belarus,1990,female,75+ years,61,339400,17.97,21650000000,2301
3194,Belarus,1990,female,55-74 years,158,1101700,14.34,21650000000,2301
3195,Belarus,1990,female,35-54 years,144,1284200,11.21,21650000000,2301
3196,Belarus,1990,female,25-34 years,45,839200,5.36,21650000000,2301
3197,Belarus,1990,female,15-24 years,24,706500,3.4,21650000000,2301
3198,Belarus,1990,male,5-14 years,8,789500,1.01,21650000000,2301
3199,Belarus,1990,female,5-14 years,3,763600,0.39,21650000000,2301
3200,Belarus,1991,male,35-54 years,756,1217200,62.11,18000000000,1899
3201,Belarus,1991,male,75+ years,71,114800,61.85,18000000000,1899
3202,Belarus,1991,male,55-74 years,401,747600,53.64,18000000000,1899
3203,Belarus,1991,male,25-34 years,342,826400,41.38,18000000000,1899
3204,Belarus,1991,female,75+ years,72,325800,22.1,18000000000,1899
3205,Belarus,1991,male,15-24 years,143,699100,20.45,18000000000,1899
3206,Belarus,1991,female,55-74 years,175,1136700,15.4,18000000000,1899
3207,Belarus,1991,female,35-54 years,121,1294600,9.35,18000000000,1899
3208,Belarus,1991,female,25-34 years,42,823200,5.1,18000000000,1899
3209,Belarus,1991,female,15-24 years,30,702100,4.27,18000000000,1899
3210,Belarus,1991,male,5-14 years,14,807600,1.73,18000000000,1899
3211,Belarus,1991,female,5-14 years,2,781100,0.26,18000000000,1899
3212,Belarus,1992,male,35-54 years,845,1236700,68.33,17037037037,1780
3213,Belarus,1992,male,55-74 years,459,774900,59.23,17037037037,1780
3214,Belarus,1992,male,75+ years,57,108800,52.39,17037037037,1780
3215,Belarus,1992,male,25-34 years,397,812400,48.87,17037037037,1780
3216,Belarus,1992,male,15-24 years,166,708800,23.42,17037037037,1780
3217,Belarus,1992,female,75+ years,68,314000,21.66,17037037037,1780
3218,Belarus,1992,female,55-74 years,160,1171400,13.66,17037037037,1780
3219,Belarus,1992,female,35-54 years,157,1309400,11.99,17037037037,1780
3220,Belarus,1992,female,25-34 years,50,811300,6.16,17037037037,1780
3221,Belarus,1992,female,15-24 years,31,708000,4.38,17037037037,1780
3222,Belarus,1992,male,5-14 years,30,821500,3.65,17037037037,1780
3223,Belarus,1992,female,5-14 years,4,793700,0.5,17037037037,1780
3224,Belarus,1993,male,35-54 years,1072,1254600,85.45,16280991736,1689
3225,Belarus,1993,male,55-74 years,577,792900,72.77,16280991736,1689
3226,Belarus,1993,male,75+ years,64,105900,60.43,16280991736,1689
3227,Belarus,1993,male,25-34 years,454,789200,57.53,16280991736,1689
3228,Belarus,1993,male,15-24 years,175,723100,24.2,16280991736,1689
3229,Belarus,1993,female,75+ years,64,310600,20.61,16280991736,1689
3230,Belarus,1993,female,55-74 years,198,1193700,16.59,16280991736,1689
3231,Belarus,1993,female,35-54 years,164,1323600,12.39,16280991736,1689
3232,Belarus,1993,female,25-34 years,58,794600,7.3,16280991736,1689
3233,Belarus,1993,female,15-24 years,37,713800,5.18,16280991736,1689
3234,Belarus,1993,male,5-14 years,18,834500,2.16,16280991736,1689
3235,Belarus,1993,female,5-14 years,4,804600,0.5,16280991736,1689
3236,Belarus,1994,male,35-54 years,1156,1258800,91.83,14932024169,1547
3237,Belarus,1994,male,55-74 years,671,797700,84.12,14932024169,1547
3238,Belarus,1994,male,75+ years,73,103700,70.4,14932024169,1547
3239,Belarus,1994,male,25-34 years,458,773000,59.25,14932024169,1547
3240,Belarus,1994,male,15-24 years,208,726000,28.65,14932024169,1547
3241,Belarus,1994,female,75+ years,69,307500,22.44,14932024169,1547
3242,Belarus,1994,female,55-74 years,227,1206100,18.82,14932024169,1547
3243,Belarus,1994,female,35-54 years,177,1336000,13.25,14932024169,1547
3244,Belarus,1994,female,25-34 years,60,784400,7.65,14932024169,1547
3245,Belarus,1994,female,15-24 years,36,719700,5.0,14932024169,1547
3246,Belarus,1994,male,5-14 years,16,833400,1.92,14932024169,1547
3247,Belarus,1994,female,5-14 years,2,807600,0.25,14932024169,1547
3248,Belarus,1995,male,35-54 years,1222,1274300,95.9,13972676841,1444
3249,Belarus,1995,male,55-74 years,699,805300,86.8,13972676841,1444
3250,Belarus,1995,male,75+ years,71,101000,70.3,13972676841,1444
3251,Belarus,1995,male,25-34 years,475,743800,63.86,13972676841,1444
3252,Belarus,1995,male,15-24 years,210,734800,28.58,13972676841,1444
3253,Belarus,1995,female,55-74 years,197,1220800,16.14,13972676841,1444
3254,Belarus,1995,female,75+ years,49,304600,16.09,13972676841,1444
3255,Belarus,1995,female,35-54 years,181,1360000,13.31,13972676841,1444
3256,Belarus,1995,female,25-34 years,51,762300,6.69,13972676841,1444
3257,Belarus,1995,female,15-24 years,33,729900,4.52,13972676841,1444
3258,Belarus,1995,male,5-14 years,12,829500,1.45,13972676841,1444
3259,Belarus,1995,female,5-14 years,3,807300,0.37,13972676841,1444
3260,Belarus,1996,male,35-54 years,1391,1298200,107.15,14756846154,1524
3261,Belarus,1996,male,55-74 years,859,809000,106.18,14756846154,1524
3262,Belarus,1996,male,75+ years,76,99700,76.23,14756846154,1524
3263,Belarus,1996,male,25-34 years,518,722500,71.7,14756846154,1524
3264,Belarus,1996,male,15-24 years,224,743800,30.12,14756846154,1524
3265,Belarus,1996,female,75+ years,57,302400,18.85,14756846154,1524
3266,Belarus,1996,female,55-74 years,214,1226000,17.46,14756846154,1524
3267,Belarus,1996,female,35-54 years,170,1384800,12.28,14756846154,1524
3268,Belarus,1996,female,25-34 years,59,741800,7.95,14756846154,1524
3269,Belarus,1996,female,15-24 years,43,737300,5.83,14756846154,1524
3270,Belarus,1996,male,5-14 years,13,821700,1.58,14756846154,1524
3271,Belarus,1996,female,5-14 years,3,797600,0.38,14756846154,1524
3272,Belarus,1997,male,55-74 years,819,803300,101.95,14128408566,1458
3273,Belarus,1997,male,35-54 years,1326,1326100,99.99,14128408566,1458
3274,Belarus,1997,male,75+ years,77,100500,76.62,14128408566,1458
3275,Belarus,1997,male,25-34 years,487,709000,68.69,14128408566,1458
3276,Belarus,1997,male,15-24 years,247,750600,32.91,14128408566,1458
3277,Belarus,1997,female,75+ years,59,305000,19.34,14128408566,1458
3278,Belarus,1997,female,55-74 years,188,1218800,15.43,14128408566,1458
3279,Belarus,1997,female,35-54 years,188,1415500,13.28,14128408566,1458
3280,Belarus,1997,female,25-34 years,75,726900,10.32,14128408566,1458
3281,Belarus,1997,female,15-24 years,50,744100,6.72,14128408566,1458
3282,Belarus,1997,male,5-14 years,8,809000,0.99,14128408566,1458
3283,Belarus,1997,female,5-14 years,2,783300,0.26,14128408566,1458
3284,Belarus,1998,male,55-74 years,794,784600,101.2,15222012660,1570
3285,Belarus,1998,male,35-54 years,1320,1360700,97.01,15222012660,1570
3286,Belarus,1998,male,75+ years,82,104000,78.85,15222012660,1570
3287,Belarus,1998,male,25-34 years,511,698900,73.11,15222012660,1570
3288,Belarus,1998,male,15-24 years,287,762700,37.63,15222012660,1570
3289,Belarus,1998,female,75+ years,78,316400,24.65,15222012660,1570
3290,Belarus,1998,female,55-74 years,185,1191300,15.53,15222012660,1570
3291,Belarus,1998,female,35-54 years,192,1455000,13.2,15222012660,1570
3292,Belarus,1998,female,25-34 years,51,716200,7.12,15222012660,1570
3293,Belarus,1998,female,15-24 years,39,755800,5.16,15222012660,1570
3294,Belarus,1998,male,5-14 years,12,787800,1.52,15222012660,1570
3295,Belarus,1998,female,5-14 years,5,761400,0.66,15222012660,1570
3296,Belarus,1999,male,55-74 years,739,771900,95.74,12138486532,1269
3297,Belarus,1999,male,75+ years,91,106400,85.53,12138486532,1269
3298,Belarus,1999,male,35-54 years,1178,1378000,85.49,12138486532,1269
3299,Belarus,1999,male,25-34 years,550,692600,79.41,12138486532,1269
3300,Belarus,1999,male,15-24 years,288,771500,37.33,12138486532,1269
3301,Belarus,1999,female,75+ years,66,318400,20.73,12138486532,1269
3302,Belarus,1999,female,55-74 years,170,1157900,14.68,12138486532,1269
3303,Belarus,1999,female,35-54 years,174,1465100,11.88,12138486532,1269
3304,Belarus,1999,female,25-34 years,67,697900,9.6,12138486532,1269
3305,Belarus,1999,female,15-24 years,48,741400,6.47,12138486532,1269
3306,Belarus,1999,male,5-14 years,22,748500,2.94,12138486532,1269
3307,Belarus,1999,female,5-14 years,4,713600,0.56,12138486532,1269
3308,Belarus,2000,male,55-74 years,721,750602,96.06,12736856828,1335
3309,Belarus,2000,male,35-54 years,1334,1403903,95.02,12736856828,1335
3310,Belarus,2000,male,75+ years,89,110565,80.5,12736856828,1335
3311,Belarus,2000,male,25-34 years,508,688963,73.73,12736856828,1335
3312,Belarus,2000,male,15-24 years,306,786483,38.91,12736856828,1335
3313,Belarus,2000,female,75+ years,67,331579,20.21,12736856828,1335
3314,Belarus,2000,female,55-74 years,172,1125001,15.29,12736856828,1335
3315,Belarus,2000,female,35-54 years,170,1497056,11.36,12736856828,1335
3316,Belarus,2000,female,25-34 years,54,693860,7.78,12736856828,1335
3317,Belarus,2000,female,15-24 years,36,754801,4.77,12736856828,1335
3318,Belarus,2000,male,5-14 years,20,717646,2.79,12736856828,1335
3319,Belarus,2000,female,5-14 years,6,683020,0.88,12736856828,1335
3320,Belarus,2001,male,55-74 years,658,731902,89.9,12354820144,1299
3321,Belarus,2001,male,35-54 years,1266,1423218,88.95,12354820144,1299
3322,Belarus,2001,male,75+ years,82,116090,70.63,12354820144,1299
3323,Belarus,2001,male,25-34 years,477,687861,69.35,12354820144,1299
3324,Belarus,2001,male,15-24 years,313,801574,39.05,12354820144,1299
3325,Belarus,2001,female,75+ years,73,346664,21.06,12354820144,1299
3326,Belarus,2001,female,55-74 years,162,1094844,14.8,12354820144,1299
3327,Belarus,2001,female,35-54 years,164,1522267,10.77,12354820144,1299
3328,Belarus,2001,female,25-34 years,53,691653,7.66,12354820144,1299
3329,Belarus,2001,female,15-24 years,36,768639,4.68,12354820144,1299
3330,Belarus,2001,male,5-14 years,17,681448,2.49,12354820144,1299
3331,Belarus,2001,female,5-14 years,2,647427,0.31,12354820144,1299
3332,Belarus,2002,male,35-54 years,1263,1429098,88.38,14594249023,1541
3333,Belarus,2002,male,55-74 years,607,719837,84.32,14594249023,1541
3334,Belarus,2002,male,25-34 years,515,688769,74.77,14594249023,1541
3335,Belarus,2002,male,75+ years,79,122862,64.3,14594249023,1541
3336,Belarus,2002,male,15-24 years,296,814826,36.33,14594249023,1541
3337,Belarus,2002,female,75+ years,69,359673,19.18,14594249023,1541
3338,Belarus,2002,female,55-74 years,149,1076366,13.84,14594249023,1541
3339,Belarus,2002,female,35-54 years,191,1533648,12.45,14594249023,1541
3340,Belarus,2002,female,25-34 years,65,691146,9.4,14594249023,1541
3341,Belarus,2002,female,15-24 years,32,780846,4.1,14594249023,1541
3342,Belarus,2002,male,5-14 years,20,642277,3.11,14594249023,1541
3343,Belarus,2002,female,5-14 years,5,609886,0.82,14594249023,1541
3344,Belarus,2003,male,55-74 years,669,709699,94.27,17827791321,1892
3345,Belarus,2003,male,35-54 years,1304,1427642,91.34,17827791321,1892
3346,Belarus,2003,male,75+ years,107,131935,81.1,17827791321,1892
3347,Belarus,2003,male,25-34 years,540,691958,78.04,17827791321,1892
3348,Belarus,2003,male,15-24 years,285,824213,34.58,17827791321,1892
3349,Belarus,2003,female,75+ years,78,374617,20.82,17827791321,1892
3350,Belarus,2003,female,55-74 years,177,1062435,16.66,17827791321,1892
3351,Belarus,2003,female,35-54 years,179,1536542,11.65,17827791321,1892
3352,Belarus,2003,female,25-34 years,57,692961,8.23,17827791321,1892
3353,Belarus,2003,female,15-24 years,46,789030,5.83,17827791321,1892
3354,Belarus,2003,male,5-14 years,11,605243,1.82,17827791321,1892
3355,Belarus,2003,female,5-14 years,3,574416,0.52,17827791321,1892
3356,Belarus,2007,male,75+ years,122,157647,77.39,45277399814,4898
3357,Belarus,2007,male,55-74 years,506,710519,71.22,45277399814,4898
3358,Belarus,2007,male,35-54 years,900,1399410,64.31,45277399814,4898
3359,Belarus,2007,male,25-34 years,405,723119,56.01,45277399814,4898
3360,Belarus,2007,male,15-24 years,261,801445,32.57,45277399814,4898
3361,Belarus,2007,female,75+ years,70,424470,16.49,45277399814,4898
3362,Belarus,2007,female,55-74 years,127,1054993,12.04,45277399814,4898
3363,Belarus,2007,female,35-54 years,163,1518188,10.74,45277399814,4898
3364,Belarus,2007,female,25-34 years,56,711481,7.87,45277399814,4898
3365,Belarus,2007,female,15-24 years,37,768164,4.82,45277399814,4898
3366,Belarus,2007,male,5-14 years,9,500931,1.8,45277399814,4898
3367,Belarus,2007,female,5-14 years,3,474089,0.63,45277399814,4898
3368,Belarus,2008,male,75+ years,131,159724,82.02,60763483146,6601
3369,Belarus,2008,male,35-54 years,961,1395695,68.85,60763483146,6601
3370,Belarus,2008,male,55-74 years,481,716132,67.17,60763483146,6601
3371,Belarus,2008,male,25-34 years,375,737364,50.86,60763483146,6601
3372,Belarus,2008,male,15-24 years,234,778552,30.06,60763483146,6601
3373,Belarus,2008,female,75+ years,63,432516,14.57,60763483146,6601
3374,Belarus,2008,female,35-54 years,184,1514338,12.15,60763483146,6601
3375,Belarus,2008,female,55-74 years,127,1059632,11.99,60763483146,6601
3376,Belarus,2008,female,25-34 years,66,723117,9.13,60763483146,6601
3377,Belarus,2008,female,15-24 years,29,745464,3.89,60763483146,6601
3378,Belarus,2008,male,5-14 years,5,484885,1.03,60763483146,6601
3379,Belarus,2008,female,5-14 years,2,458327,0.44,60763483146,6601
3380,Belarus,2009,male,75+ years,145,159050,91.17,49209523810,5366
3381,Belarus,2009,male,35-54 years,903,1390214,64.95,49209523810,5366
3382,Belarus,2009,male,55-74 years,466,726459,64.15,49209523810,5366
3383,Belarus,2009,male,25-34 years,445,754796,58.96,49209523810,5366
3384,Belarus,2009,male,15-24 years,270,749519,36.02,49209523810,5366
3385,Belarus,2009,female,75+ years,74,434130,17.05,49209523810,5366
3386,Belarus,2009,female,55-74 years,144,1073032,13.42,49209523810,5366
3387,Belarus,2009,female,35-54 years,165,1507662,10.94,49209523810,5366
3388,Belarus,2009,female,25-34 years,74,737605,10.03,49209523810,5366
3389,Belarus,2009,female,15-24 years,45,716695,6.28,49209523810,5366
3390,Belarus,2009,male,5-14 years,9,473483,1.9,49209523810,5366
3391,Belarus,2009,female,5-14 years,3,447324,0.67,49209523810,5366
3392,Belarus,2010,male,75+ years,115,158977,72.34,57222490769,6371
3393,Belarus,2010,male,35-54 years,869,1353782,64.19,57222490769,6371
3394,Belarus,2010,male,55-74 years,458,744533,61.52,57222490769,6371
3395,Belarus,2010,male,25-34 years,382,723856,52.77,57222490769,6371
3396,Belarus,2010,male,15-24 years,240,707657,33.91,57222490769,6371
3397,Belarus,2010,female,75+ years,62,432426,14.34,57222490769,6371
3398,Belarus,2010,female,35-54 years,145,1483086,9.78,57222490769,6371
3399,Belarus,2010,female,25-34 years,60,715558,8.39,57222490769,6371
3400,Belarus,2010,female,55-74 years,83,1092687,7.6,57222490769,6371
3401,Belarus,2010,female,15-24 years,39,668827,5.83,57222490769,6371
3402,Belarus,2010,male,5-14 years,5,462298,1.08,57222490769,6371
3403,Belarus,2010,female,5-14 years,1,437506,0.23,57222490769,6371
3404,Belarus,2011,male,75+ years,112,161762,69.24,61757788945,6902
3405,Belarus,2011,male,55-74 years,415,755610,54.92,61757788945,6902
3406,Belarus,2011,male,35-54 years,730,1342175,54.39,61757788945,6902
3407,Belarus,2011,male,25-34 years,340,736247,46.18,61757788945,6902
3408,Belarus,2011,male,15-24 years,185,676797,27.33,61757788945,6902
3409,Belarus,2011,female,75+ years,69,441193,15.64,61757788945,6902
3410,Belarus,2011,female,35-54 years,141,1470135,9.59,61757788945,6902
3411,Belarus,2011,female,55-74 years,91,1104192,8.24,61757788945,6902
3412,Belarus,2011,female,25-34 years,42,724263,5.8,61757788945,6902
3413,Belarus,2011,female,15-24 years,36,639397,5.63,61757788945,6902
3414,Belarus,2011,male,5-14 years,10,459834,2.17,61757788945,6902
3415,Belarus,2011,female,5-14 years,1,435715,0.23,61757788945,6902
3416,Belarus,2013,male,75+ years,125,169369,73.8,75527984234,8477
3417,Belarus,2013,male,55-74 years,376,786132,47.83,75527984234,8477
3418,Belarus,2013,male,35-54 years,609,1316641,46.25,75527984234,8477
3419,Belarus,2013,male,25-34 years,308,759582,40.55,75527984234,8477
3420,Belarus,2013,male,15-24 years,145,609560,23.79,75527984234,8477
3421,Belarus,2013,female,75+ years,65,464748,13.99,75527984234,8477
3422,Belarus,2013,female,35-54 years,111,1438609,7.72,75527984234,8477
3423,Belarus,2013,female,55-74 years,87,1130796,7.69,75527984234,8477
3424,Belarus,2013,female,25-34 years,45,739769,6.08,75527984234,8477
3425,Belarus,2013,female,15-24 years,25,576270,4.34,75527984234,8477
3426,Belarus,2013,male,5-14 years,5,471922,1.06,75527984234,8477
3427,Belarus,2013,female,5-14 years,1,446842,0.22,75527984234,8477
3428,Belarus,2014,male,75+ years,125,172445,72.49,78813839984,8849
3429,Belarus,2014,male,35-54 years,572,1305009,43.83,78813839984,8849
3430,Belarus,2014,male,55-74 years,341,807337,42.24,78813839984,8849
3431,Belarus,2014,male,25-34 years,297,768569,38.64,78813839984,8849
3432,Belarus,2014,male,15-24 years,128,578690,22.12,78813839984,8849
3433,Belarus,2014,female,75+ years,53,475110,11.16,78813839984,8849
3434,Belarus,2014,female,35-54 years,93,1421531,6.54,78813839984,8849
3435,Belarus,2014,female,55-74 years,68,1149649,5.91,78813839984,8849
3436,Belarus,2014,female,25-34 years,41,745490,5.5,78813839984,8849
3437,Belarus,2014,female,15-24 years,15,546952,2.74,78813839984,8849
3438,Belarus,2014,female,5-14 years,6,455300,1.32,78813839984,8849
3439,Belarus,2014,male,5-14 years,2,480895,0.42,78813839984,8849
3440,Belgium,1985,male,75+ years,214,210800,101.52,86730038793,9356
3441,Belgium,1985,male,55-74 years,449,876400,51.23,86730038793,9356
3442,Belgium,1985,male,35-54 years,493,1228000,40.15,86730038793,9356
3443,Belgium,1985,male,25-34 years,245,775300,31.6,86730038793,9356
